loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
330,4,Not Graduate,No,200,600,10,404,0,200,800,0,Approved,1000
331,0,Not Graduate,Yes,4700,10600,20,512,16800,8000,24600,14000,Approved,63400
332,3,Not Graduate,Yes,8200,20600,10,441,32200,22800,58200,12200,Approved,125400
333,2,Not Graduate,Yes,4600,18400,2,555,15400,4800,28400,8400,Rejected,57000
334,5,Not Graduate,No,1800,7000,18,466,5200,4200,12000,3800,Approved,25200
335,3,Graduate,Yes,3200,8600,2,427,7800,3600,14200,9400,Approved,35000
336,4,Not Graduate,Yes,5500,20000,14,593,30200,5400,39800,9800,Approved,85200
337,3,Graduate,No,7900,18300,10,731,8400,6800,44400,16800,Approved,76400
338,1,Graduate,Yes,4000,10100,16,451,14000,7800,28600,7800,Approved,58200
339,3,Not Graduate,Yes,6800,16900,18,628,7200,1800,31200,9800,Approved,50000
340,1,Not Graduate,No,2700,9400,18,704,10600,4600,12800,4800,Approved,32800
341,2,Not Graduate,No,6800,23500,12,341,38600,23600,28600,17000,Rejected,107800
342,5,Graduate,No,8600,21000,8,465,23400,29800,39000,19800,Approved,112000
343,4,Graduate,No,8000,30100,4,431,23800,27600,37600,23000,Approved,112000
344,1,Graduate,Yes,3700,12600,10,424,10800,2200,28400,8800,Approved,50200
345,0,Graduate,No,2600,5100,14,678,1000,2400,12000,6200,Approved,21600
346,4,Graduate,No,4200,16800,6,381,19200,7600,29600,11800,Rejected,68200
347,5,Graduate,Yes,8000,28000,10,449,37000,3000,34800,7800,Approved,82600
348,1,Not Graduate,No,7100,23500,12,768,12800,24200,44800,14600,Approved,96400
349,0,Not Graduate,No,2000,7000,6,666,0,2400,8600,2800,Rejected,13800
350,4,Not Graduate,Yes,5800,13300,14,742,32200,18600,32600,14000,Approved,97400
351,3,Not Graduate,Yes,6700,15800,4,445,21000,15200,28200,18200,Approved,82600
352,2,Graduate,No,7300,28700,14,634,11800,7600,42400,21600,Approved,83400
353,4,Not Graduate,No,3300,9700,14,782,5000,0,20800,4400,Approved,30200
354,0,Graduate,No,3000,7000,10,781,14400,1200,23400,5400,Approved,44400
355,4,Not Graduate,No,7900,17200,14,318,28400,19000,46400,18000,Rejected,111800
356,5,Not Graduate,No,7600,24100,18,721,43800,23000,45800,14400,Approved,127000
357,5,Not Graduate,No,3700,9800,4,563,19000,10200,22400,6000,Approved,57600
358,2,Not Graduate,No,8400,26300,4,419,45800,15800,58400,12400,Approved,132400
359,0,Graduate,Yes,8200,20800,14,372,7600,200,52200,10400,Rejected,70400
360,0,Not Graduate,No,2900,9500,18,885,8600,4600,13000,7000,Approved,33200
361,1,Not Graduate,Yes,9900,38400,12,596,20000,18600,73000,13600,Approved,125200
362,0,Graduate,No,4400,14100,2,349,6600,2600,17600,12400,Approved,39200
363,1,Not Graduate,Yes,9000,32200,16,468,9000,32800,57200,21800,Approved,120800
364,3,Not Graduate,Yes,6800,26900,16,818,29400,20800,52600,14600,Approved,117400
365,2,Not Graduate,No,8700,28000,12,543,33800,12000,45800,13400,Approved,105000
366,3,Graduate,No,9400,21900,16,685,16200,11200,69000,10000,Approved,106400
367,3,Not Graduate,Yes,6000,12500,18,851,29200,10000,33600,10000,Approved,82800
368,1,Not Graduate,Yes,9400,29800,10,377,48200,37000,61800,23400,Rejected,170400
369,0,Not Graduate,Yes,1000,4000,10,620,4800,2600,7400,2200,Approved,17000
370,3,Graduate,Yes,900,2300,20,611,1200,3000,3800,1000,Approved,9000
371,4,Not Graduate,No,2100,7700,4,767,2400,3400,13800,2600,Approved,22200
372,5,Graduate,Yes,1100,3200,20,592,6400,1400,7000,1000,Approved,15800
373,0,Graduate,Yes,600,2300,4,319,3200,1600,4600,1400,Approved,10800
374,4,Not Graduate,Yes,9200,25500,10,900,18800,21000,54800,25600,Approved,120200
375,2,Not Graduate,Yes,3600,12800,18,814,17200,8200,20600,8200,Approved,54200
376,5,Not Graduate,Yes,1300,5000,10,755,4200,4400,9600,3800,Approved,22000
377,5,Graduate,Yes,7700,16800,20,584,17200,9600,46800,16000,Approved,89600
378,4,Graduate,Yes,9500,23500,14,380,45800,13400,50200,14600,Rejected,124000
379,2,Not Graduate,Yes,5000,17600,20,465,12400,10400,33000,10400,Approved,66200
380,0,Not Graduate,No,500,1800,2,531,2600,1000,3800,1400,Approved,8800
381,1,Graduate,Yes,8300,32100,16,814,37000,5400,57800,15000,Approved,115200
382,0,Graduate,No,5300,17900,6,678,9400,7800,28800,7200,Approved,53200
383,2,Not Graduate,Yes,9300,29000,12,655,15800,13600,59800,9800,Approved,99000
384,3,Not Graduate,No,2300,7400,2,682,13000,4800,15200,4200,Rejected,37200
385,1,Not Graduate,No,400,1300,6,695,400,1000,1600,200,Approved,3200
386,3,Not Graduate,No,3200,10800,4,833,5200,2000,17400,5200,Approved,29800
387,5,Not Graduate,Yes,9400,35300,16,302,8200,25000,74000,25800,Rejected,133000
388,1,Graduate,No,2300,6600,2,357,11800,400,12000,4400,Rejected,28600
389,5,Not Graduate,No,4300,14500,12,302,25000,8600,25000,10200,Rejected,68800
390,0,Graduate,Yes,6200,22400,18,873,31400,13200,31600,16400,Approved,92600
391,0,Not Graduate,Yes,7200,19800,12,658,25400,16200,50000,14600,Approved,106200
392,5,Graduate,Yes,2400,8700,18,877,5600,5800,14200,2200,Approved,27800
393,3,Not Graduate,No,2900,6300,8,648,6800,6800,15200,2800,Approved,31600
394,1,Graduate,No,1400,5200,12,730,5800,0,7400,1400,Approved,14600
395,4,Not Graduate,Yes,2200,8200,14,737,11600,5600,16400,2800,Approved,36400
396,2,Graduate,Yes,800,3200,10,584,0,400,4200,1400,Rejected,6000
397,0,Graduate,No,600,1700,2,621,800,800,4000,400,Rejected,6000
398,4,Graduate,Yes,700,2700,16,583,2200,2400,2800,600,Approved,8000
399,2,Not Graduate,No,8400,25900,16,621,17200,26800,67000,8400,Approved,119400
400,2,Not Graduate,No,7100,21500,16,610,11600,24200,28400,18600,Approved,82800
401,4,Graduate,No,5400,15700,18,452,27400,5200,33000,13200,Approved,78800
402,5,Graduate,No,3700,7300,18,339,18600,200,27800,10600,Rejected,57200
403,3,Graduate,Yes,5200,15200,16,650,2600,11400,27000,8200,Approved,49200
404,4,Not Graduate,Yes,200,700,10,672,400,400,600,600,Approved,2000
405,3,Graduate,No,500,1000,20,501,1600,1600,1800,400,Approved,5400
406,2,Not Graduate,Yes,1800,5700,4,809,2400,3800,12600,4800,Approved,23600
407,5,Graduate,Yes,9200,29400,8,318,36000,11800,67600,10800,Rejected,126200
408,4,Not Graduate,No,900,3300,10,649,0,800,3600,2400,Approved,6800
409,3,Not Graduate,No,7500,28300,12,367,18400,22600,45400,14000,Rejected,100400
410,5,Not Graduate,No,3000,11800,6,847,16400,4400,14200,4600,Approved,39600
411,5,Graduate,No,7100,18900,12,360,21400,2200,39600,17000,Rejected,80200
412,1,Graduate,Yes,3500,7200,2,865,8200,6400,23800,8400,Rejected,46800
413,4,Not Graduate,No,4900,18800,16,880,8400,9400,26400,5200,Approved,49400
414,1,Graduate,No,4100,8400,20,608,2800,16000,20000,8800,Approved,47600
415,0,Graduate,Yes,800,2100,6,760,600,200,3200,1200,Approved,5200
416,3,Graduate,Yes,1700,4600,12,385,3000,2600,10400,3400,Rejected,19400
417,0,Graduate,Yes,6100,23300,12,478,7600,4600,35400,9800,Approved,57400
418,1,Graduate,Yes,2100,7700,16,327,10000,1000,9400,4600,Rejected,25000
419,0,Graduate,No,3100,9300,6,663,2600,2800,16200,7600,Approved,29200
420,2,Not Graduate,Yes,1700,3500,20,693,4400,2800,9600,3400,Approved,20200
421,3,Graduate,No,1700,5400,6,710,9600,1400,11600,3400,Approved,26000
422,4,Not Graduate,Yes,4000,14500,6,711,4800,11400,21800,8200,Approved,46200
423,5,Graduate,No,5600,18400,8,386,22600,13400,22600,11200,Rejected,69800
424,4,Graduate,Yes,3900,11900,10,855,20400,8000,20400,5600,Approved,54400
425,4,Graduate,Yes,6100,15300,14,573,2200,19800,26600,16800,Approved,65400
426,0,Graduate,Yes,1100,2800,18,431,1000,600,8600,2800,Approved,13000
427,2,Graduate,No,5500,14800,8,364,26000,9000,25200,9000,Rejected,69200
428,4,Graduate,Yes,1100,3600,14,711,5000,1000,7200,1200,Approved,14400
429,4,Not Graduate,Yes,400,900,20,771,2000,1000,3200,1000,Approved,7200
430,3,Graduate,No,9200,36400,18,669,6200,25400,61800,24600,Approved,118000
431,4,Not Graduate,Yes,9300,27500,18,338,43000,1000,69800,13200,Rejected,127000
432,1,Graduate,No,1100,3500,8,562,4600,2400,6400,1000,Approved,14400
433,3,Not Graduate,No,5600,18700,2,769,16000,16400,34600,9600,Rejected,76600
434,0,Graduate,Yes,6300,21500,8,629,1200,6800,44000,10400,Approved,62400
435,3,Graduate,No,8800,18100,6,699,12800,4200,37000,18800,Approved,72800
436,0,Not Graduate,No,8400,20800,20,590,10200,17800,64200,21600,Approved,113800
437,3,Graduate,Yes,1600,5700,4,707,6600,5400,12400,4600,Approved,29000
438,3,Not Graduate,Yes,4500,11400,8,391,17000,13600,19800,9000,Rejected,59400
439,5,Not Graduate,No,6500,18500,4,891,27200,6600,47200,14200,Approved,95200
440,3,Graduate,Yes,9500,20600,2,731,26800,7600,41400,18400,Rejected,94200
441,3,Not Graduate,No,4700,16700,12,775,8000,3400,34600,7000,Approved,53000
442,5,Graduate,Yes,9600,32400,2,897,7000,30800,53600,12400,Rejected,103800
443,5,Graduate,No,8000,26700,20,794,16000,29400,59800,15600,Approved,120800
444,2,Graduate,No,7700,16700,6,555,25800,5800,36200,17000,Approved,84800
445,1,Not Graduate,Yes,3600,10300,12,536,13600,1000,24400,5400,Approved,44400
446,2,Not Graduate,No,700,1700,10,839,200,1400,4000,1800,Approved,7400
447,0,Graduate,Yes,1400,5100,6,890,8200,3800,10400,3800,Approved,26200
448,1,Graduate,Yes,8600,27900,20,415,24400,29600,54200,15800,Approved,124000
449,4,Graduate,No,4700,15700,4,868,6600,5000,27600,9600,Approved,48800
450,3,Graduate,Yes,2900,5800,12,353,16800,5200,20200,6200,Rejected,48400
451,4,Not Graduate,No,9000,29000,16,590,9200,31200,58400,24600,Approved,123400
452,5,Graduate,Yes,500,900,18,618,2800,1200,2400,800,Approved,7200
453,2,Not Graduate,Yes,700,1700,10,539,2800,2000,3800,1800,Approved,10400
454,0,Graduate,No,6800,27000,4,429,34200,15200,42800,18800,Approved,111000
455,2,Graduate,No,1800,4700,8,792,9000,2400,8200,4400,Approved,24000
456,0,Not Graduate,No,6000,12400,2,608,6000,4200,35800,13600,Rejected,59600
457,4,Graduate,Yes,5400,21500,14,555,8600,3000,28600,15000,Approved,55200
458,5,Graduate,Yes,8400,17500,12,620,30600,27200,52000,11600,Approved,121400
459,0,Graduate,No,7400,20900,6,635,31200,28000,42000,14400,Approved,115600
460,2,Graduate,No,3200,12500,10,457,12200,4000,16400,8600,Approved,41200
461,1,Graduate,Yes,5400,21400,8,350,5200,2000,39400,13600,Rejected,60200
462,5,Graduate,Yes,1000,2500,14,885,4400,200,4600,2200,Approved,11400
463,0,Graduate,No,4400,14700,16,638,8000,5400,28800,5400,Approved,47600
464,1,Graduate,Yes,3800,10500,12,710,3600,12400,25000,5000,Approved,46000
465,3,Not Graduate,Yes,6100,20900,18,470,1000,17000,36000,15000,Approved,69000
466,5,Not Graduate,Yes,5500,17300,16,874,2000,5800,27400,15800,Approved,51000
467,5,Not Graduate,Yes,500,1800,18,411,2000,1000,2600,400,Approved,6000
468,0,Not Graduate,Yes,300,1100,2,482,400,200,2200,800,Approved,3600
469,1,Graduate,Yes,6200,16900,2,396,21200,15000,47400,15200,Rejected,98800
470,0,Not Graduate,No,300,900,20,436,0,800,1200,400,Approved,2400
471,0,Not Graduate,Yes,6900,22100,20,303,27200,9200,44000,13800,Rejected,94200
472,4,Graduate,No,3700,11400,12,728,8400,11600,14600,4600,Approved,39200
473,3,Not Graduate,Yes,8800,28600,10,775,10400,10000,64000,19200,Approved,103600
474,5,Graduate,Yes,8200,23500,12,402,30200,3000,48600,11600,Approved,93400
475,1,Not Graduate,Yes,9200,31500,18,698,10600,12200,40800,16600,Approved,80200
476,0,Not Graduate,No,2400,7800,14,665,10400,5800,12400,5800,Approved,34400
477,4,Not Graduate,No,4100,13500,18,490,9400,12400,27800,4000,Approved,53600
478,1,Graduate,No,8000,31900,12,504,47600,3000,44200,12000,Approved,106800
479,3,Not Graduate,Yes,3600,8600,8,790,10800,11800,19600,10400,Approved,52600
480,1,Not Graduate,Yes,700,2700,20,669,200,2000,5200,1000,Approved,8400
481,4,Not Graduate,No,8300,30700,6,381,43400,4600,53400,9200,Rejected,110600
482,0,Graduate,Yes,5300,15000,2,900,3400,4200,42000,11600,Rejected,61200
483,4,Graduate,No,8300,24900,16,506,30800,11200,53400,14000,Approved,109400
484,3,Not Graduate,Yes,2500,8800,12,538,9800,3600,18200,6600,Approved,38200
485,3,Graduate,Yes,5400,14400,8,677,22000,15800,41600,6200,Approved,85600
486,4,Graduate,No,1600,4900,8,685,6400,4000,7600,3000,Approved,21000
487,2,Not Graduate,No,2400,6200,12,860,9800,7400,19000,2200,Approved,38400
488,5,Not Graduate,No,6300,14800,6,608,32200,21000,43600,10800,Approved,107600
489,4,Graduate,Yes,2500,5300,10,540,4600,5600,14200,3400,Approved,27800
490,0,Graduate,Yes,7500,16800,16,492,43000,9600,50800,22200,Approved,125600
491,3,Not Graduate,No,2900,8500,14,834,2400,9000,17600,3600,Approved,32600
492,3,Graduate,Yes,1000,3500,16,834,1600,3400,6000,1400,Approved,12400
493,2,Graduate,Yes,8600,28800,8,890,46600,11800,42400,14400,Approved,115200
494,1,Not Graduate,No,300,1100,12,443,1200,800,2400,400,Approved,4800
495,5,Not Graduate,No,2300,5700,18,329,11200,6600,9800,5400,Rejected,33000
496,2,Not Graduate,Yes,2400,5400,12,739,600,5000,10000,6000,Approved,21600
497,5,Graduate,Yes,9800,30300,6,867,41600,32000,60400,15200,Approved,149200
498,2,Not Graduate,No,8100,24800,6,307,400,8000,62200,21000,Rejected,91600
499,3,Graduate,No,6700,15500,18,492,4200,4000,52600,18800,Approved,79600
500,1,Not Graduate,Yes,8400,24700,18,698,46000,26400,65400,24400,Approved,162200
501,2,Graduate,No,200,700,8,851,800,400,1600,400,Approved,3200
502,2,Graduate,No,4700,12500,14,375,2600,12600,20200,10800,Rejected,46200
503,0,Graduate,Yes,4300,14300,14,601,7600,1800,33400,11400,Approved,54200
504,4,Not Graduate,No,2200,7000,20,756,7200,7800,11400,2400,Approved,28800
505,4,Graduate,Yes,8600,19200,4,868,40800,3000,65600,18600,Approved,128000
506,4,Graduate,Yes,2000,7200,10,838,5000,600,15200,2000,Approved,22800
507,4,Not Graduate,Yes,4200,15900,14,375,14400,15800,32400,6000,Rejected,68600
508,0,Not Graduate,Yes,5100,12500,18,778,6600,2000,29600,6400,Approved,44600
509,2,Graduate,Yes,4100,11200,6,442,24400,8200,20000,9000,Approved,61600
510,1,Graduate,Yes,9900,39500,12,808,23600,7400,60400,27000,Approved,118400
511,1,Not Graduate,Yes,3200,9000,20,372,5400,5600,14400,7600,Rejected,33000
512,2,Graduate,No,5500,19000,4,597,2200,8000,37400,10600,Approved,58200
513,0,Graduate,Yes,7800,29100,20,435,42200,26000,34600,19400,Approved,122200
514,3,Graduate,Yes,3400,9700,20,728,3000,3000,14600,4800,Approved,25400
515,4,Graduate,Yes,7900,25900,14,373,21800,28600,55400,15200,Rejected,121000
516,3,Graduate,Yes,8900,18500,10,367,12200,0,64000,20600,Rejected,96800
517,2,Graduate,No,7300,19100,14,552,4000,26800,33600,8000,Approved,72400
518,4,Not Graduate,Yes,3300,10600,8,465,1000,8800,14600,5600,Approved,30000
519,4,Graduate,Yes,2900,10500,8,607,8800,11000,15200,7600,Approved,42600
520,2,Graduate,Yes,500,1300,4,427,2800,1000,3600,1200,Approved,8600
521,3,Not Graduate,No,7200,21200,4,711,21600,8400,49800,11400,Approved,91200
522,3,Not Graduate,No,8300,24100,14,823,11800,1400,48000,15400,Approved,76600
523,1,Not Graduate,Yes,8700,20500,6,523,38600,13000,47400,9600,Approved,108600
524,4,Not Graduate,Yes,7100,27900,10,328,18000,26800,53000,15400,Rejected,113200
525,3,Graduate,Yes,9800,28200,12,721,31600,13000,43800,19200,Approved,107600
526,0,Graduate,Yes,6900,17000,20,599,36200,18800,53200,8600,Approved,116800
527,0,Not Graduate,No,2400,5000,14,580,11800,8800,11000,6400,Approved,38000
528,1,Not Graduate,Yes,2100,4900,10,744,400,4000,10800,2000,Approved,17200
529,2,Graduate,Yes,7200,23900,4,559,8400,24400,35600,21600,Approved,90000
530,2,Graduate,No,4600,13500,16,587,15400,11800,21200,10000,Approved,58400
531,5,Graduate,Yes,9900,31800,18,817,46800,1400,65200,23000,Approved,136400
532,4,Not Graduate,Yes,300,1000,20,655,0,200,2200,800,Approved,3200
533,5,Graduate,Yes,6900,23900,6,382,34200,13800,43000,17800,Rejected,108800
534,2,Graduate,Yes,1700,4300,6,765,10000,3000,6800,1800,Approved,21600
535,2,Graduate,Yes,4400,10000,20,516,14800,15200,24400,10200,Approved,64600
536,4,Not Graduate,Yes,4300,15000,8,383,9400,200,18000,9800,Rejected,37400
537,2,Not Graduate,No,3700,14100,6,633,1600,400,22600,6800,Approved,31400
538,1,Graduate,No,5900,15200,2,547,34200,4000,29400,7200,Approved,74800
539,5,Not Graduate,Yes,8600,26300,10,843,46600,19600,36200,22600,Approved,125000
540,3,Not Graduate,Yes,3400,13200,8,783,13000,600,26000,9800,Approved,49400
541,3,Not Graduate,Yes,1000,3200,14,790,3800,200,7200,2200,Approved,13400
542,1,Not Graduate,Yes,4400,14200,16,409,25400,2600,25200,9000,Approved,62200
543,0,Not Graduate,No,3600,7800,14,376,19600,13800,23800,6000,Rejected,63200
544,3,Not Graduate,No,1400,2700,8,625,6200,3600,6800,2000,Approved,18600
545,0,Not Graduate,No,5300,10900,18,707,25800,5200,25400,15200,Approved,71600
546,3,Graduate,Yes,9400,20500,6,645,34800,26000,49000,20400,Approved,130200
547,4,Not Graduate,Yes,6600,22100,6,887,7200,7000,39600,9400,Approved,63200
548,5,Graduate,No,9800,37600,18,319,38400,10200,39800,10200,Rejected,98600
549,1,Not Graduate,No,1900,4900,20,647,8200,4200,13600,3400,Approved,29400
550,2,Not Graduate,Yes,5800,22500,6,888,23800,5200,34200,9600,Approved,72800
551,2,Not Graduate,No,3100,10400,10,420,13800,11800,20000,7000,Approved,52600
552,0,Graduate,No,6800,18400,2,791,8000,1800,40400,19800,Rejected,70000
553,5,Not Graduate,No,4600,16200,12,891,11800,2400,21600,7400,Approved,43200
554,2,Not Graduate,Yes,200,700,16,641,1200,400,1200,200,Approved,3000
555,3,Not Graduate,Yes,9500,22800,6,319,400,37600,68200,18800,Rejected,125000
556,5,Not Graduate,Yes,6200,22200,20,819,27000,13200,43400,17400,Approved,101000
557,4,Not Graduate,Yes,9700,32300,18,387,23200,28600,40000,10800,Rejected,102600
558,5,Graduate,Yes,4200,12300,2,686,21000,400,31200,8400,Rejected,61000
559,1,Graduate,Yes,5700,12000,4,415,31400,1800,34600,14800,Approved,82600
560,2,Graduate,Yes,200,500,6,885,-200,0,600,400,Rejected,800
561,4,Graduate,No,8000,25500,4,722,34400,27800,52400,9800,Approved,124400
562,4,Graduate,No,5200,20400,20,761,9400,3200,28600,12400,Approved,53600
563,1,Graduate,Yes,7100,15200,8,389,11800,1800,48600,11800,Rejected,74000
564,1,Graduate,Yes,9300,27900,12,600,4200,8400,58000,13200,Approved,83800
565,5,Graduate,No,2000,6100,2,407,3800,3800,9200,4000,Approved,20800
566,3,Graduate,Yes,3900,14000,18,829,10400,8000,23200,5400,Approved,47000
567,2,Not Graduate,No,2800,5900,6,895,2000,7800,21800,3000,Approved,34600
568,5,Graduate,Yes,3000,11100,12,441,17000,5000,14600,4000,Approved,40600
569,4,Not Graduate,No,4500,9800,16,895,19600,16400,27800,11000,Approved,74800
570,4,Graduate,No,1900,4300,4,826,4800,0,14000,1800,Approved,20600
571,1,Graduate,No,2300,7200,8,453,6000,4200,16200,6800,Approved,33200
572,0,Graduate,No,4700,17500,2,701,10800,4600,23400,14000,Rejected,52800
573,2,Not Graduate,Yes,1300,2700,8,627,200,600,5200,2600,Approved,8600
574,3,Graduate,No,3100,11000,2,543,11800,4400,18000,4800,Approved,39000
575,0,Graduate,No,8400,17500,18,411,26400,10600,62600,20800,Approved,120400
576,5,Graduate,Yes,1700,5800,4,583,4000,3600,12000,4600,Approved,24200
577,2,Not Graduate,No,1900,7500,2,889,1200,2200,14200,5200,Rejected,22800
578,3,Not Graduate,No,2400,8600,8,684,6800,4800,12400,3200,Approved,27200
579,5,Graduate,No,6800,20500,10,578,1000,23600,54400,6800,Approved,85800
580,1,Graduate,No,2900,10900,20,445,13200,5600,18600,5200,Approved,42600
581,4,Graduate,Yes,8900,26300,10,369,47800,14000,54800,24200,Rejected,140800
582,1,Not Graduate,No,8800,22200,18,794,16800,23800,42000,21000,Approved,103600
583,0,Graduate,Yes,8200,19200,16,492,33000,18400,40000,14400,Approved,105800
584,3,Not Graduate,Yes,3600,13200,16,557,19600,8000,19800,4200,Approved,51600
585,4,Graduate,Yes,9500,31800,6,519,11800,2600,56800,24400,Approved,95600
586,0,Not Graduate,Yes,1900,5700,18,699,11000,400,13000,4000,Approved,28400
587,3,Not Graduate,Yes,9100,24600,2,741,16000,8000,71000,27200,Rejected,122200
588,5,Graduate,No,1100,3800,18,508,400,3600,4600,1800,Approved,10400
589,5,Not Graduate,Yes,1100,2800,10,647,5400,4000,8600,2800,Approved,20800
590,1,Graduate,No,9300,28600,14,656,34600,18200,54800,25000,Approved,132600
591,4,Graduate,Yes,3900,10600,2,439,600,15200,29600,5000,Approved,50400
592,5,Not Graduate,Yes,1500,4000,12,350,5800,3800,8800,2400,Rejected,20800
593,5,Graduate,No,800,2200,6,493,1800,1000,5600,2000,Approved,10400
594,4,Graduate,No,600,1800,6,851,200,2200,4200,1600,Approved,8200
595,2,Graduate,No,4400,12500,18,492,15800,2400,20200,5400,Approved,43800
596,4,Graduate,Yes,2700,5400,6,861,12600,4800,13400,5400,Approved,36200
597,3,Not Graduate,Yes,6200,14600,2,664,36600,16800,33600,13200,Rejected,100200
598,5,Graduate,Yes,700,1300,16,362,4200,2600,4000,2000,Rejected,12800
599,0,Graduate,No,3400,9400,6,703,1200,12000,17200,5200,Approved,35600
600,1,Not Graduate,Yes,4900,16800,12,758,3400,5400,22200,11800,Approved,42800
601,3,Not Graduate,Yes,4200,9700,2,396,1400,16400,17200,8600,Rejected,43600
602,0,Graduate,Yes,5300,10600,2,828,16200,13400,34800,11600,Approved,76000
